"id","name","code","account_type","chart_template_id/id","reconcile"
"account_account_template_0_111001","صندوق ریالی","111001","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111002","صندوق ارزی","111002","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111003","تنخواه گردانهای ریالی","111003","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111004","تنخواه گردانهای ارزی","111004","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111005","موجودی بانکهای ریالی","111005","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111006","موجودی بانکهای ارزی","111006","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111007","وجوه در راه","111007","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111008","موجودی واریز نامه های ارزی","111008","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111009","سپرده کوتاه مدت بانکی","111009","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111101","سپرده های  کوتاه مدت بانکی","111101","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111102","سپرده شرکت در مناقصه ومزایده","111102","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111103","سپرده های گمرکی","111103","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111104","سپرده های دریافتنی","111104","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111105","سپرده ضمانتنامه های بانکی","111105","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111106","سایر سپرده ها","111106","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111201","چکهای در جریان وصول","111201","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111202","اسناد در جریان وصول","111202","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111203","چکهای دریافتنی نزد صندوق","111203","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111204","اسناد دریافتنی نزد صندوق","111204","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111205","چک پول نزد صندوق","111205","income","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111206","چکهای دریافتنی نزد صندوق غیرتجاری","111206","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111301","اشخاص (حسابهای دریافتنی)","111301","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111302","شرکتها (حسابهای دریافتنی)","111302","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111303","تعهد صاحبان سهام","111303","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111305","ذخیره مطالبات مشکوک الوصول","111305","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111306","اسناد واخواست شده","111306","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111401","مساعده حقوق","111401","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111402","وام ضروری کارکنان","111402","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111403","وام مسکن کارکنان","111403","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111404","جاری کارکنان","111404","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111405","وجوهات قرضی","111405","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111406","خسارات قابل دریافت از بیمه","111406","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111407","مطالبات غیر تجاری از سایر اشخاص حقیقی و حقوقی","111407","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111408","سایر کسور کارکنان","111408","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111409","حق العمل کاران و ترخیص کاران گمرکی","111409","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111410","صندوق قرض الحسنه کارکنان","111410","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111411","سایر حسابها واسناد دریافتنی","111411","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111412","وام کاشی","111412","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111413","وام موتور","111413","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111414","بدهکاران موقت","111414","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111415","اسناد حقوقی شده","111415","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111416","سود سهام دریافتنی","111416","asset_receivable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111499","سود سهام پرداختی","111499","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111501","سپرده های کوتاه مدت نزدبانکها","111501","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111502","سهام سایر شرکتها","111502","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111601","موجودی مواد اولیه","111601","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111602","موجودی قطعات و لوازم یدکی","111602","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111603","موجودی مصالح ساختمانی","111603","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111604","موجودی محصولات","111604","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111605","حساب واسط انبار و بهای تمام شده","111605","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111606","اموال موجود در انبار","111606","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111607","کرایه حمل موجودیها","111607","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111608","موجودی ضایعات","111608","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111609","کالای امانی ما نزد دیگران","111609","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111610","حساب واسط انبار نیمه ساخته","111610","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111611","انحراف نرخ خرید مواداولیه","111611","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111612","موجودی محصولات  (2)","111612","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111613","موجودی محصولات(3)","111613","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111614","موجودی مواد نیمه ساخته","111614","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111615","موجودی محصولات 4","111615","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111616","واسط کرایه حمل موجودی ها","111616","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111621","موجودی اقلام راکد وناباب","111621","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111622","موجودی ضایعات مواداولیه ولوازم یدکی","111622","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111623","ذخیره موجودی اقلام راکد وناباب","111623","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111624","ذخیره کاهش ارزش موجودی محصولات","111624","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111625","ذخیره کاهش ارزش موجودی مواد اولیه","111625","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111626","ذخیره کاهش ارزش موجودی قطعات وملزومات","111626","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111701","کالای در جریان ساخت","111701","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111702","انحراف نرخ کاردرجریان ابتدای دوره","111702","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111801","بهای اصلی سفارش","111801","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111802","هزینه های ثبت سفارش","111802","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111803","هزینه های بیمه","111803","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111804","هزینه های بانکی","111804","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111805","هزینه های گمرکی","111805","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111806","حقوق وعوارض بندری","111806","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111807","هزینه بازرسی","111807","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111808","هزینه حق العمل ترخیص","111808","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111809","هزینه حمل","111809","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111810","سایر هزینه ها","111810","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111811","هزینه قبل از گشایش اعتبار","111811","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111901","پیش پرداخت خرید مواد اولیه","111901","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111902","پیش پرداخت خرید اموال ماشین آلات و تجهیزات","111902","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111903","پیش پرداخت خرید قطعات و لوازم یدکی","111903","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111904","پیش پرداخت هزینه های جاری","111904","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111905","پیش پرداخت خرید خدمات","111905","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111906","پیش پرداخت اعتبارات اسنادی","111906","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111907","پیش پرداخت بیمه دارائیها","111907","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111908","پیش پرداخت حسابرسی","111908","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111909","پیش پرداخت مالیات بر ارزش افزوده","111909","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111910","پیش پرداخت هزینه های تحقیق وتوسعه","111910","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111911","پیش پرداخت اجاره","111911","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111912","پیش پرداخت هزینه سود وکارمزدوامها","111912","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111913","پیش پرداخت به پیمانکاران","111913","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111914","پیش پرداخت عوارض بر ارزش افزوده","111914","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_111916","موجودی تمبر و سفته","111916","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_121001","ساختمانها","121001","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121002","تاسیسات","121002","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121003","ماشین آلات و تجهیزات تولید","121003","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121004","ابزارألات و قالبها","121004","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121005","وسائط نقلیه","121005","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121006","اثاثیه ومنصوبات","121006","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121007","لوازم ازمایشگاهی","121007","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121008","اموال موجود در انبار","121008","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121009","اموال موقت نزد انبار","121009","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121011","کنترل دارائیها - تنخواه","121011","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121012","کنترل دارائیها - انبار","121012","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121101","استهلاک انباشته ساختمانها","121101","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121102","استهلاک انباشته تاسیسات","121102","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121103","استهلاک انباشته ماشین آلات و تجهیزات تولید","121103","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121104","استهلاک انباشته ابزارألات و قالبها","121104","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121105","استهلاک انباشته وسائط نقلیه","121105","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121106","استهلاک انباشته اثاثیه و منصوبات","121106","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121107","استهلاک انباشته لوازم ازمایشگاهی","121107","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121109","استهلاک انباشته اموال","121109","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121110","استهلاک انباشته نرم افزارها","121110","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121201","زمین","121201","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121202","املاک و مستغلات","121202","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121301","ساختمانهای  در دست تکمیل","121301","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121302","تاسیسات  در دست تکمیل","121302","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121303","ماشین الات در دست تکمیل","121303","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121304","ابزارآلات و قالبهای در دست تکمیل","121304","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121305","ساختمان در دست تکمیل(سوله)","121305","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121401","سرمایه گذاری در شرکتهای تابعه","121401","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121402","سرمایه گذاری در شرکتهای وابسته","121402","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121403","سرمایه گذاری در املاک و مستغلات","121403","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121409","سهام سایر شرکتها","121409","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121501","وامهای اعطایی بلند مدت","121501","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121502","سپرده های بلند مدت نزد بانکها","121502","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121601","هزینه های تاسیس وقبل از بهره برداری","121601","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121603","هزینه سود وکارمزدوامهای بلند مدت","121603","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121605","هزینه سنوات","121605","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121606","هزینه های تحقیق وتوسعه","121606","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_121607","سایر هزینه های سنوات آتی","121607","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122001","حق الامتیازها","122001","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122002","سرقفلی","122002","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122003","ودیعه آب","122003","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122004","ودیعه برق","122004","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122005","ودیعه تلفن","122005","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122006","ودیعه گاز","122006","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122007","سایر ودایع","122007","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122008","سود سهام پرداختی","122008","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122009","مالیات بر ارزش افزوده پرداختی","122009","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122010","عوارض بر ارزش افزوده پرداختی","122010","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122011","نرم افزار ها","122011","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_122012","سیستمها و روشها","122012","asset_non_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_211001","اشخاص (حسابهای پرداختنی)","211001","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211002","شرکتها (حسابهای پرداختنی)","211002","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211003","کالای امانی دیگران نزد ما","211003","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211004","معلق خرید","211004","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211005","سایر حسابهای پرداختنی (طرح مشارکت)","211005","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211006","مالیات بر ارزش افزوده پرداختنی","211006","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211007","عوارض بر ارزش افزوده پرداختنی","211007","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211009","سایر حسابهای پرداختنی تجاری","211009","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211010","جاری شرکا","211010","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211101","اسناد پرداختنی ریالی","211101","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211102","اسنادپرداختنی ارزی","211102","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211103","اسناد پرداختنی ریالی غیر تجاری","211103","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211104","اسناد پرداختنی ریالی غیرتجاری","211104","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211201","مالیات بر در آمدشرکت","211201","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211202","مالیات حقوق ودستمزد کارکنان","211202","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211203","مالیات تکلیفی اشخاص ثالث","211203","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211204","سازمان تامین اجتماعی – حق بیمه کارکنان","211204","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211205","سازمان تامین اجتماعی – حق بیمه اشخاص ثالث","211205","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211206","بیمه عمر وحوادث کارکنان","211206","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211207","صندوق کار آموزی","211207","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211208","حقوق ودستمزد پرداختنی","211208","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211209","پیمانکاران","211209","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211210","سایر کسور کارکنان","211210","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211211","مالیات عیدی کارکنان","211211","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211212","عیدی وپاداش پرداختنی","211212","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211213","سایر حسابهای پرداختنی کارکنان (طرح طبقه بندی)","211213","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211214","صندوق رفاه کارگران","211214","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211215","هزینه های حسابرسی پرداختنی","211215","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211216","عوارض شهرداری","211216","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211217","عوارض فروش 2%","211217","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211218","سه در هزار فروش صنایع","211218","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211219","یک در هزار تربیت بدنی","211219","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211220","هزینه های پرداختنی","211220","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211221","(سایر پرداختها(موتور سیکلت هما","211221","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211222","عوارض فروش2%","211222","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211223","بیمه تکمیلی کارکنان","211223","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211224","روند حقوق","211224","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211225","بهره پرداختنی","211225","liability_payable","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211301","سپرده های دریافتی مزایده ومناقصه","211301","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211302","سپرده های دریافتی حسن انجام کار","211302","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211303","سایر سپرده های دریافتی","211303","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211401","پیش دریافت فروش محصولات","211401","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211409","سایر پیش دریافتها","211409","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211501","ذخیره مالیات","211501","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_211601","سود سهام پیشنهادی","211601","liability_current","l10n_ir_accounting.l10n_ir_chart_template","1"
